targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp_obs,theta_asp_sun
3200 Phaethon (1983 TB),2017-Dec-09 12:00,2458097.0,14.6,0.15,,,85.69935,43.72285,86.0282,43.72775,-452.709,120.852,74.9674,57.9783,193.1,630.8,-565583.0,239707.8,341.666,2.7268555073,1.179,0.309,11.79,5.23,97.186,0.0016,567741.6,*,0.055752,,,,,23.64,0.01,,,78.5511,2.7244,1.129459160887,-26.2518124,0.15456737744884,-29.2300192,1.285498,29.54694,32.67068,157.706,/L,19.3164,72.0,58.3,2.9776,203.479,259.806,-19.34023,Aur,69.183304,86.9400765,20.3350026,,,167.043114,7.208404,21.625300341,0.000354,0.008,0.025,0.026,0.006,76.916,0.0,0.026,1.5211,3e-07,0.01,0.03,1e-05,210.6135,-3.008357631,19.3143,82.4889,11.5575,120.60112688373812,137.97451174088533
3200 Phaethon (1983 TB),2017-Dec-09 14:00,2458097.083333333,14.6,0.15,,m,85.34623,43.78851,85.6753,43.79406,-464.438,117.5646,88.0017,79.4459,92.66,652.63,-567029.0,239974.1,342.51,4.7323312578,1.017,0.267,11.76,5.22,97.197,0.0016,568002.7,*,0.056263,,,,,22.56,0.01,,,78.5818,2.7119,1.128194946319,-26.2774791,0.15316475380315,-29.0452519,1.273832,29.57672,32.59227,157.7785,/L,19.2768,73.3,57.4,2.9447,202.39,259.361,-19.30647,Aur,69.183307,86.6704976,20.4091046,,,166.853633,7.023996,23.6246159636,0.000354,0.008,0.025,0.026,0.006,77.146,0.0,0.026,1.5206,3e-07,0.01,0.03,1e-05,210.6467,-0.979355516,19.2747,82.3733,11.5863,120.5382611231312,137.99030731250565
3200 Phaethon (1983 TB),2017-Dec-09 16:00,2458097.166666667,14.6,0.15,,m,84.98468,43.85208,85.31394,43.8583,-473.538,113.5656,272.9085,78.696,94.6,-651.79,-568501.0,240233.5,343.372,6.7378070039,1.019,0.268,11.74,5.22,97.208,0.0016,568256.8,*,0.056779,,,,,21.44,0.01,,,78.6127,2.6994,1.126929495975,-26.3031946,0.15177160554533,-28.8420491,1.262246,29.60656,32.46002,157.8491,/L,19.2385,74.4,56.5,2.9124,201.278,258.906,-19.26933,Aur,69.18331,86.394712,20.4820031,,,166.662246,6.834268,1.6239261032,0.000354,0.008,0.025,0.026,0.006,77.383,0.0,0.027,1.5202,3e-07,0.01,0.03,1e-05,210.6799,1.050210755,19.2365,82.2548,11.6146,120.47572054595423,138.00610754808946
3200 Phaethon (1983 TB),2017-Dec-09 18:00,2458097.25,14.6,0.15,,m,84.61681,43.91347,84.94623,43.92038,-479.92,109.9478,285.8067,57.2928,197.3,-627.78,-569994.0,240485.5,344.248,8.7432827457,1.187,0.312,11.72,5.22,97.219,0.0016,568500.8,*,0.057302,,,,,20.31,0.01,,,78.6435,2.6869,1.125662807505,-26.3289592,0.15038797358728,-28.6555344,1.250739,29.63647,32.30707,157.9169,/L,19.2025,75.5,55.8,2.8806,200.148,258.443,-19.22934,Aur,69.183313,86.1143342,20.5535881,,,166.469777,6.640502,3.6232484358,0.000354,0.008,0.026,0.026,0.006,77.625,0.0,0.027,1.5197,3e-07,0.01,0.03,1e-05,210.7132,3.080200539,19.2005,82.1342,11.6421,120.41349258486926,138.02187957353166
3200 Phaethon (1983 TB),2017-Dec-09 20:00,2458097.333333333,14.6,0.15,,m,84.24449,43.97319,84.57404,43.98077,-484.31,107.7017,298.5054,37.1805,322.3,-573.05,-571500.0,240731.7,345.135,10.7487584834,1.651,0.433,11.69,5.21,97.228,0.0016,568730.3,*,0.057831,,,,,19.17,0.01,,,78.6745,2.6744,1.124394878405,-26.354773,0.14901229354053,-28.5157059,1.239297,29.66645,32.17256,157.9806,/L,19.1697,76.6,55.2,2.8495,199.005,257.973,-19.18748,Aur,69.183316,85.8308154,20.6243344,,,166.276465,6.444124,5.6225971442,0.000354,0.008,0.026,0.026,0.006,77.869,0.0,0.027,1.5191,3e-07,0.01,0.03,1e-05,210.7466,5.110489033,19.1678,82.0122,11.6694,120.35101046863147,138.03765587575276
3200 Phaethon (1983 TB),2017-Dec-09 22:00,2458097.416666667,14.6,0.15,*,m,83.86875,44.03219,84.19842,44.04044,-488.07,107.435,313.1865,19.5687,453.7,-475.01,-573015.0,240975.2,346.031,12.7542342173,2.957,0.776,11.67,5.21,97.236,0.0016,568940.1,*,0.058367,,,,,18.02,0.01,,,78.7055,2.6618,1.123125706066,-26.3806362,0.14764185284173,-28.4391434,1.2279,29.69649,32.09104,158.0389,/L,19.1416,77.6,54.6,2.8193,197.85,257.495,-19.14493,Aur,69.183318,85.5450001,20.6951848,,,166.081862,6.246299,7.621979121,0.000354,0.008,0.026,0.027,0.006,78.117,0.0,0.027,1.5185,3e-07,0.01,0.03,1e-05,210.78,7.141006082,19.1398,81.8892,11.6967,120.28727700251599,138.05351407258485
3200 Phaethon (1983 TB),2017-Dec-10 00:00,2458097.5,14.6,0.15,*,m,83.48945,44.0916,83.81924,44.10053,-492.832,109.1934,330.8376,6.1866,574.81,-316.73,-574541.0,241219.7,346.937,14.7597099475,8.45,2.218,11.65,5.21,97.242,0.0016,569125.6,*,0.058913,,,,,16.85,0.01,,,78.7366,2.6492,1.121855287833,-26.4065491,0.14627356528337,-28.4244243,1.21652,29.7266,32.08282,158.0904,/L,19.1193,78.7,53.9,2.7901,196.683,257.007,-19.10276,Aur,69.183319,85.2568409,20.767302,,,165.884921,6.047574,9.6213921219,0.000354,0.008,0.026,0.027,0.006,78.368,0.0,0.028,1.5179,3e-07,0.01,0.03,1e-05,210.8135,9.171760643,19.1176,81.7652,11.7247,120.22110529582011,138.06936539373908
3200 Phaethon (1983 TB),2017-Dec-10 02:00,2458097.583333333,14.6,0.15,*,m,83.1052,44.15244,83.43513,44.16203,-500.048,112.435,351.4517,-0.8267,648.78,-95.27,-576083.0,241468.7,347.857,16.7651856742,999.0,,11.62,5.2,97.247,0.0016,569283.4,*,0.05947,,,,,15.67,0.01,,,78.7678,2.6365,1.120583621085,-26.4325117,0.14490484895705,-28.4525108,1.205137,29.75678,32.14812,158.1343,/L,19.1038,80.0,53.1,2.7617,195.499,256.506,-19.06156,Aur,69.183321,84.9653527,20.8417554,,,165.684242,5.847695,11.6208253649,0.000354,0.008,0.027,0.027,0.006,78.623,0.0,0.028,1.5173,3e-07,0.01,0.03,1e-05,210.8471,11.20284381,19.1022,81.6396,11.7539,120.15141380814897,138.0853090789719
3200 Phaethon (1983 TB),2017-Dec-10 04:00,2458097.666666667,14.6,0.15,*,,82.71369,44.21526,83.04378,44.22552,-510.588,116.1667,13.1542,0.1185,637.67,150.62,-577649.0,241723.9,348.794,18.7706613977,30.398,7.979,11.6,5.2,97.249,0.0017,569412.2,*,0.060038,,,,,14.46,0.01,,,78.799,2.6238,1.119310703302,-26.4585244,0.14353436546321,-28.4919903,1.193739,29.78702,32.26697,158.1701,/L,19.0953,81.3,52.1,2.7344,194.294,255.987,-19.02132,Aur,69.183322,84.6688241,20.919226,,,165.478428,5.645637,13.6202624181,0.000354,0.008,0.027,0.027,0.006,78.884,0.0,0.028,1.5166,3e-07,0.01,0.03,1e-05,210.8808,-10.765590841,19.0938,81.5117,11.7847,120.07749930112743,138.1012349707248
3200 Phaethon (1983 TB),2017-Dec-10 06:00,2458097.75,14.6,0.15,*,,82.31224,44.27999,82.64253,44.29095,-524.49,119.2075,33.136,8.7817,547.5,359.05,-579250.0,241985.3,349.753,20.7761371182,6.232,1.636,11.58,5.2,97.25,0.0017,569512.5,*,0.060617,,,,,13.23,0.01,,,78.8303,2.6111,1.118036532099,-26.4845873,0.14216241685535,-28.5077202,1.182329,29.81734,32.40501,158.1979,/L,19.0938,82.8,51.0,2.708,193.06,255.449,-18.98137,Aur,69.183324,84.3652312,20.999812,,,165.266439,5.439845,15.6196856018,0.000354,0.008,0.027,0.028,0.006,79.152,0.0,0.028,1.5158,3e-07,0.01,0.03,1e-05,210.9146,-8.73336456,19.0924,81.3804,11.8171,119.99921277555666,138.11715352919148
3200 Phaethon (1983 TB),2017-Dec-10 08:00,2458097.833333333,14.6,0.15,N,,81.89849,44.34595,82.22897,44.35764,-540.93,120.5103,49.9518,23.3129,419.6,502.0,-580893.0,242250.6,350.739,22.7816128359,2.51,0.659,11.55,5.19,97.248,0.0017,569586.7,*,0.061208,,,,,11.96,0.01,,,78.8617,2.5984,1.116761105222,-26.5107005,0.1407908910558,-28.4705036,1.170922,29.84772,32.5231,158.2185,/L,19.0987,84.3,49.9,2.6824,191.792,254.889,-18.94056,Aur,69.183326,84.0527458,21.0829891,,,165.047862,5.22862,17.6190807257,0.000354,0.008,0.027,0.028,0.007,79.429,0.0,0.029,1.515,3e-07,0.01,0.03,1e-05,210.9484,-6.700318478,19.0974,81.245,11.8508,119.91699058849053,138.13306455655788
3200 Phaethon (1983 TB),2017-Dec-10 10:00,2458097.916666667,14.6,0.15,,,81.47096,44.41196,81.80164,44.42442,-558.436,119.4547,63.8509,41.617,285.32,588.29,-582584.0,242516.0,351.752,0.7870885509,1.503,0.395,11.53,5.19,97.245,0.0017,569637.5,*,0.061808,,,,,10.65,0.01,,,78.8931,2.5856,1.115484420505,-26.5368643,0.13942277049616,-28.3651344,1.159544,29.87817,32.58789,158.2326,/L,19.1093,85.9,48.7,2.6577,190.488,254.307,-18.89753,Aur,69.183328,83.7301984,21.1677397,,,164.823012,5.010556,19.6184408912,0.000354,0.008,0.028,0.028,0.007,79.717,0.0,0.029,1.514,3e-07,0.01,0.03,1e-05,210.9823,-4.666354147,19.1081,81.1048,11.8854,119.8317296155418,138.14905695751023
3200 Phaethon (1983 TB),2017-Dec-10 12:00,2458098.0,14.6,0.15,,,81.02948,44.4767,81.36034,44.48996,-575.285,116.0297,75.6745,62.0926,154.77,634.79,-584323.0,242777.0,352.792,2.7925642636,1.131,0.297,11.51,5.19,97.241,0.0017,569667.8,*,0.062418,,,,,9.32,0.01,,,78.9246,2.5729,1.114206475801,-26.5630789,0.13806133892038,-28.1945955,1.148221,29.90869,32.58037,158.2411,/L,19.1248,87.3,47.6,2.6337,189.149,253.703,-18.85108,Aur,69.183331,83.3973699,21.2528209,,,164.592833,4.784904,21.6177683403,0.000354,0.008,0.028,0.028,0.007,80.014,0.0,0.029,1.513,3e-07,0.01,0.03,1e-05,211.0163,-2.631458196,19.1237,80.9598,11.9201,119.74453534180053,138.16494209544402
3200 Phaethon (1983 TB),2017-Dec-10 14:00,2458098.083333333,14.6,0.15,,,80.57516,44.53898,80.90616,44.55307,-589.981,110.8514,85.2587,83.6234,15.52,652.75,-586105.0,243029.6,353.855,4.798039974,1.006,0.264,11.48,5.19,97.235,0.0017,569679.1,*,0.063035,,,,,7.94,0.01,,,78.9562,2.56,1.112927268904,-26.5893444,0.13670930500764,-27.9792313,1.136977,29.93928,32.50061,158.2442,/L,19.1449,88.7,46.6,2.6104,187.778,253.081,-18.80048,Aur,69.183334,83.0550246,21.3371009,,,164.358629,4.551754,23.6170738558,0.000354,0.008,0.028,0.029,0.007,80.321,0.0,0.029,1.5119,3e-07,0.01,0.03,1e-05,211.0504,-0.595703736,19.1438,80.8103,11.9545,119.6564077726664,138.18101817262763
3200 Phaethon (1983 TB),2017-Dec-10 16:00,2458098.166666667,14.6,0.15,,m,80.11006,44.59812,80.44115,44.61306,-601.683,105.0044,278.4982,74.6271,78.31,-647.75,-587922.0,243271.4,354.937,6.8035156825,1.037,0.272,11.46,5.19,97.228,0.0018,569671.1,*,0.06366,,,,,6.55,0.01,,,78.9879,2.5472,1.111646797483,-26.6156611,0.13536808544455,-27.7511032,1.125822,29.96993,32.36775,158.242,/L,19.1695,90.0,45.8,2.588,186.382,252.442,-18.74566,Aur,69.183337,82.7046691,21.4198736,,,164.121682,4.312,1.6163738756,0.000354,0.008,0.029,0.029,0.007,80.635,0.0,0.03,1.5107,3e-07,0.01,0.03,1e-05,211.0845,1.440772616,19.1685,80.6572,11.9882,119.56794686294857,138.19698658646337
3200 Phaethon (1983 TB),2017-Dec-10 18:00,2458098.25,14.6,0.15,,m,79.63655,44.65411,79.96769,44.66991,-610.46,99.74543,289.3696,53.46,208.68,-617.68,-589766.0,243502.4,356.031,8.8089913893,1.243,0.326,11.44,5.19,97.219,0.0018,569641.4,*,0.064292,,,,,5.14,0.01,,,79.0196,2.5343,1.110365059054,-26.6420291,0.13403744687641,-27.5450755,1.114755,30.00066,32.21525,158.2337,/L,19.1993,91.2,45.1,2.5663,184.968,251.789,-18.68725,Aur,69.18334,82.3480978,21.5010617,,,163.882868,4.067073,3.615686094,0.000354,0.008,0.029,0.029,0.007,80.956,0.0,0.03,1.5094,3e-07,0.01,0.03,1e-05,211.1188,3.477812335,19.1985,80.5012,12.0212,119.47915860688398,138.2130359741546
3200 Phaethon (1983 TB),2017-Dec-10 20:00,2458098.333333333,14.6,0.15,,m,79.1566,44.70758,79.48775,44.72425,-617.29,96.14999,301.9832,33.8067,341.04,-555.1,-591630.0,243724.5,357.134,10.8144670946,1.792,0.47,11.41,5.18,97.209,0.0018,569585.9,*,0.064932,,,,,3.71,0.01,,,79.0514,2.5214,1.109082050983,-26.6684487,0.1327156069833,-27.3891075,1.103762,30.03146,32.08223,158.2183,/L,19.2355,92.3,44.4,2.5456,183.542,251.122,-18.62637,Aur,69.183342,81.986845,21.5812523,,,163.642371,3.818524,5.6150247258,0.000354,0.008,0.029,0.029,0.007,81.282,0.0,0.03,1.508,3e-07,0.01,0.03,1e-05,211.1531,5.51528395,19.2347,80.3431,12.0539,119.38941262583937,138.22907689703396
3200 Phaethon (1983 TB),2017-Dec-10 22:00,2458098.416666667,14.6,0.15,*,m,78.67111,44.75967,79.00226,44.77719,-623.813,94.80195,317.0262,16.9719,474.51,-445.71,-593510.0,243941.5,358.243,12.8199427985,3.381,0.887,11.39,5.18,97.196,0.0018,569499.1,*,0.065582,,,,,2.27,0.01,,,79.0833,2.5084,1.107797770538,-26.69492,0.13139976716627,-27.2964567,1.092819,30.06233,32.00296,158.1942,/L,19.2793,93.4,43.8,2.5258,182.106,250.44,-18.56434,Aur,69.183344,81.6216963,21.6615472,,,163.399588,3.567566,7.6143967011,0.000354,0.008,0.029,0.03,0.007,81.612,0.0,0.031,1.5066,3e-07,0.01,0.03,1e-05,211.1874,7.553125655,19.2786,80.1833,12.0867,119.2975699222993,138.24520865112348
3200 Phaethon (1983 TB),2017-Dec-11 00:00,2458098.5,14.6,0.15,*,m,78.17959,44.81161,78.51074,44.82998,-631.882,95.61515,335.1893,4.795,590.19,-273.7,-595409.0,244157.5,359.359,14.8254185013,10.372,2.722,11.37,5.18,97.181,0.0019,569375.4,*,0.066244,,,,,0.83,0.01,,,79.1152,2.4955,1.106512214955,-26.7214432,0.13008692900006,-27.2619655,1.0819,30.09327,31.99727,158.1598,/L,19.3323,94.5,43.2,2.5071,180.661,249.739,-18.50227,Aur,69.183346,81.2523961,21.7432687,,,163.153234,3.314699,9.6137998086,0.000354,0.008,0.03,0.03,0.007,81.948,0.0,0.031,1.5051,3e-07,0.01,0.03,1e-05,211.2219,9.591369394,19.3317,80.0216,12.1203,119.20224697820689,138.2612221113459
3200 Phaethon (1983 TB),2017-Dec-11 02:00,2458098.583333333,14.6,0.15,*,m,77.68017,44.86443,78.01132,44.88367,-643.051,97.83932,356.0719,-0.6068,648.71,-43.3,595652.6,244376.1,0.482,16.8308942031,999.0,,11.35,5.18,97.163,0.0019,569210.1,*,0.066919,,,,,359.37,0.01,,,79.1473,2.4825,1.105225381524,-26.7480187,0.12877476769272,-27.2634615,1.070987,30.12428,32.06479,158.1139,/T,19.3957,95.7,42.5,2.4896,179.202,249.015,-18.44078,Aur,69.183348,80.8776368,21.8275968,,,162.901652,3.059524,11.6132232864,0.000354,0.009,0.03,0.03,0.008,82.29,0.0,0.031,1.5035,3e-07,0.01,0.03,1e-05,211.2564,11.630139243,19.3953,79.8574,12.1554,119.1021509788767,138.27733600008835
3200 Phaethon (1983 TB),2017-Dec-11 04:00,2458098.666666667,14.6,0.15,*,,77.17,44.91859,77.50119,44.9387,-658.138,100.2512,17.4481,2.0384,618.78,198.33,593631.6,244598.6,1.619,18.8363699043,17.86,4.688,11.32,5.18,97.141,0.0019,568999.9,*,0.067608,,,,,357.89,0.01,,,79.1794,2.4694,1.103937267642,-26.7746465,0.12746232018215,-27.2678756,1.060072,30.15536,32.18505,158.0555,/T,19.4704,97.0,41.6,2.4733,177.723,248.262,-18.37974,Aur,69.183349,80.4953371,21.9152371,,,162.643217,2.800799,13.6126507045,0.000354,0.009,0.03,0.031,0.008,82.64,0.0,0.032,1.5019,3e-07,0.01,0.03,1e-05,211.2911,-10.330375938,19.4701,79.6897,12.1922,118.99639727090052,138.29353033130874
3200 Phaethon (1983 TB),2017-Dec-11 06:00,2458098.75,14.6,0.15,*,,76.64599,44.9738,76.97721,44.99481,-676.98,101.4814,36.66,12.0782,516.85,393.31,591565.3,244824.2,2.773,20.841845605,4.653,1.221,11.3,5.18,97.116,0.002,568743.6,*,0.068311,,,,,356.38,0.01,,,79.2115,2.4563,1.102647870847,-26.8013268,0.12615029701545,-27.2403857,1.04916,30.18651,32.32343,157.9843,/T,19.5566,98.4,40.6,2.4581,176.218,247.475,-18.31834,Aur,69.183351,80.1031402,22.0062108,,,162.376746,2.536733,15.6120643659,0.000354,0.009,0.031,0.031,0.008,83.001,0.0,0.032,1.5001,3e-07,0.01,0.04,1e-05,211.3258,-8.28996855,19.5565,79.5175,12.2308,118.88472433786201,138.30970558064283
3200 Phaethon (1983 TB),2017-Dec-11 08:00,2458098.833333333,14.6,0.15,N,,76.10552,45.02906,76.43679,45.05102,-698.458,100.3899,52.6513,27.5239,384.42,523.17,589444.0,245049.5,3.948,22.8473213053,2.154,0.565,11.28,5.18,97.087,0.002,568442.1,*,0.069028,,,,,354.85,0.01,,,79.2438,2.4432,1.101357188805,-26.8280599,0.12484093114158,-27.1540597,1.03827,30.21774,32.44084,157.9006,/T,19.6543,100.0,39.6,2.4441,174.682,246.653,-18.25519,Aur,69.183353,79.6989972,22.0998273,,,162.101801,2.265423,17.611450049,0.000354,0.009,0.031,0.031,0.008,83.374,0.0,0.032,1.4982,3e-07,0.01,0.04,1e-05,211.3606,-6.24846462,19.6543,79.3396,12.2709,118.76754629011367,138.32588109416642
3200 Phaethon (1983 TB),2017-Dec-11 10:00,2458098.916666667,14.6,0.15,,,75.54719,45.08289,75.87848,45.10583,-720.788,96.38937,65.7921,46.3672,247.17,600.06,587262.2,245269.5,5.146,0.8527970055,1.38,0.362,11.26,5.18,97.055,0.0021,568097.7,*,0.069756,,,,,353.28,0.01,,,79.2761,2.4301,1.100065219255,-26.854846,0.12353740465873,-26.9973321,1.027429,30.24903,32.50421,157.8049,/T,19.7628,101.5,38.5,2.4313,173.112,245.793,-18.18875,Aur,69.183355,79.2816779,22.1948504,,,161.818783,1.98534,19.6108008184,0.000354,0.009,0.031,0.032,0.008,83.761,0.0,0.033,1.4962,3e-07,0.01,0.04,1e-05,211.3954,-4.205768085,19.7629,79.1556,12.3119,118.6458260767537,138.34203723747723
3200 Phaethon (1983 TB),2017-Dec-11 12:00,2458099.0,14.6,0.15,,,74.97109,45.13367,75.30236,45.15764,-742.012,89.62245,76.5287,67.118,107.56,639.77,585019.9,245478.8,6.364,2.8582727058,1.085,0.285,11.24,5.18,97.02,0.0021,567713.3,*,0.070495,,,,,351.68,0.01,,,79.3085,2.417,1.098771959939,-26.8816853,0.12224301166649,-26.7772278,1.016664,30.2804,32.49503,157.6981,/T,19.8812,103.1,37.4,2.4195,171.511,244.897,-18.11767,Aur,69.183358,78.8510659,22.2898199,,,161.52881,1.695717,21.6101188829,0.000354,0.009,0.032,0.032,0.008,84.16,0.0,0.033,1.4939,3e-07,0.01,0.04,1e-05,211.4304,-2.161884348,19.8814,78.9654,12.3529,118.52079653178656,138.35818354823328
3200 Phaethon (1983 TB),2017-Dec-11 14:00,2458099.083333333,14.6,0.15,,,74.37878,45.18008,74.70996,45.20511,-760.542,80.93917,55.6389,88.5032,-355.53,542.39,582722.4,245672.8,7.6,4.8637484063,1.0,0.263,11.22,5.18,96.982,0.0022,567291.6,*,0.071242,,,,,350.05,0.01,,,79.341,2.4038,1.097477408523,-26.908578,0.1209602895999,-26.5174104,1.005996,30.31185,32.41392,157.581,/T,20.009,104.5,36.4,2.4088,169.882,243.968,-18.04118,Aur,69.183361,78.4081476,22.3834428,,,161.233379,1.396732,23.6094150052,0.000354,0.009,0.032,0.032,0.009,84.572,0.0,0.033,1.4916,3e-07,0.01,0.04,1e-05,211.4654,-0.116915738,20.0093,78.7695,12.3936,118.39360100879533,138.37441936568507
3200 Phaethon (1983 TB),2017-Dec-11 16:00,2458099.166666667,14.6,0.15,,m,73.77275,45.22142,74.1038,45.24752,-775.63,71.67067,282.6919,69.5643,90.52,-641.95,580378.7,245849.1,8.846,6.8692241072,1.067,0.28,11.19,5.18,96.941,0.0022,566833.7,*,0.071998,,,,,348.4,0.01,,,79.3735,2.3905,1.096181562535,-26.9355242,0.1196903616895,-26.2515669,0.995434,30.34336,32.28052,157.4538,/T,20.1459,105.9,35.5,2.3991,168.235,243.008,-17.95924,Aur,69.183364,77.9546902,22.4749482,,,160.933921,1.089434,1.6087056214,0.000354,0.009,0.032,0.032,0.009,84.993,0.0,0.034,1.4891,3e-07,0.01,0.04,1e-05,211.5005,1.928970785,20.1463,78.5687,12.4333,118.26494674992486,138.39073506736287
3200 Phaethon (1983 TB),2017-Dec-11 18:00,2458099.25,14.6,0.15,,m,73.15571,45.25776,73.48657,45.28495,-787.6,63.25753,293.1219,48.6938,231.97,-605.15,577998.6,246007.8,10.096,8.8746998086,1.33,0.349,11.17,5.19,96.897,0.0023,566338.8,*,0.072763,,,,,346.74,0.01,,,79.4061,2.3773,1.094884419343,-26.9625242,0.1184326755583,-26.0139559,0.984975,30.37495,32.12855,157.3163,/T,20.2921,107.2,34.8,2.3903,166.577,242.019,-17.8726,Aur,69.183367,77.4926906,22.5643057,,,160.631357,0.775429,3.6080084429,0.000354,0.009,0.033,0.033,0.009,85.423,0.0,0.034,1.4864,3e-07,0.01,0.04,1e-05,211.5358,3.975595354,20.2926,78.3641,12.4722,118.13486414360906,138.4069409004334
3200 Phaethon (1983 TB),2017-Dec-11 20:00,2458099.333333333,14.6,0.15,,m,72.52969,45.28993,72.8603,45.31822,-797.786,56.83594,306.016,29.6196,369.53,-532.17,575589.9,246151.8,11.345,10.8801755108,2.016,0.529,11.15,5.19,96.849,0.0023,565803.7,*,0.073537,,,,,345.08,0.01,,,79.4388,2.364,1.093585976174,-26.9895783,0.11718521265304,-25.8297667,0.9746,30.40662,31.99713,157.1677,/T,20.4485,108.3,34.2,2.3825,164.914,241.001,-17.78255,Per,69.183369,77.0237428,22.652242,,,160.325783,0.456396,5.607337716,0.000354,0.009,0.033,0.033,0.009,85.859,0.0,0.034,1.4836,3e-07,0.01,0.04,1e-05,211.571,6.022822054,20.4491,78.1563,12.5106,118.0026394354164,138.42323576758983
3200 Phaethon (1983 TB),2017-Dec-11 22:00,2458099.416666667,14.6,0.15,*,m,71.89535,45.31921,72.2257,45.34858,-808.175,52.90051,321.6912,13.7879,503.31,-407.69,573155.5,246285.3,12.59,12.885651214,4.111,1.079,11.13,5.19,96.798,0.0024,565223.2,*,0.074324,,,,,343.41,0.01,,,79.4716,2.3507,1.092286230166,-27.0166865,0.11594511104543,-25.7079994,0.964286,30.43835,31.92024,157.0064,/T,20.6164,109.5,33.6,2.3758,163.252,239.95,-17.69052,Per,69.183371,76.5485017,22.7400465,,,160.016369,0.133586,7.6067004083,0.000354,0.009,0.033,0.033,0.009,86.303,0.0,0.035,1.4808,3e-07,0.01,0.04,1e-05,211.6064,8.070604737,20.6171,77.9456,12.5493,117.86694300540758,138.43951990425398
3200 Phaethon (1983 TB),2017-Dec-12 00:00,2458099.5,14.6,0.15,*,m,71.25171,45.34693,71.58178,45.37739,-820.866,51.14252,340.573,3.1708,609.67,-218.38,570692.6,246412.7,13.828,14.8911269182,13.905,3.65,11.11,5.19,96.742,0.0024,564590.9,*,0.075124,,,,,341.75,0.01,,,79.5045,2.3373,1.09098517845,-27.0438492,0.11470952779449,-25.6388707,0.95401,30.47017,31.9172,156.8308,/T,20.7977,110.6,33.1,2.3701,161.589,238.86,-17.59772,Per,69.183373,76.0663959,22.8292146,,,159.701513,-0.192583,9.6060943423,0.000354,0.01,0.034,0.034,0.009,86.754,0.0,0.035,1.4778,3e-07,0.01,0.04,1e-05,211.6419,10.119008399,20.7985,77.732,12.5888,117.72612449037797,138.45589267571333
3200 Phaethon (1983 TB),2017-Dec-12 02:00,2458099.583333333,14.6,0.15,*,m,70.59626,45.37403,70.92605,45.40559,-837.471,50.5121,1.7711,-0.1929,647.22,21.22,568192.7,246537.2,15.063,16.8966026236,33.531,8.802,11.09,5.2,96.681,0.0025,563900.2,*,0.075941,,,,,340.08,0.01,,,79.5374,2.3239,1.089682818222,-27.0710666,0.11347649966521,-25.5964751,0.943755,30.50205,31.98702,156.6389,/T,20.9939,111.8,32.5,2.3657,159.924,237.725,-17.50471,Per,69.183375,75.5756753,22.9210236,,,159.379209,-0.522695,11.6055087774,0.000354,0.01,0.034,0.034,0.01,87.214,0.0,0.035,1.4746,3e-07,0.01,0.05,1e-05,211.6774,-11.831800483,20.9949,77.5144,12.63,117.57860067994118,138.47224519051895
3200 Phaethon (1983 TB),2017-Dec-12 04:00,2458099.666666667,14.6,0.15,*,,69.92555,45.40072,70.25506,45.43341,-858.656,49.49033,22.72,4.524,595.06,255.54,565643.7,246659.5,16.298,18.9020783305,10.842,2.846,11.07,5.2,96.614,0.0026,563145.8,*,0.076773,,,,,338.41,0.01,,,79.5704,2.3105,1.088379146804,-27.0983389,0.11224556131827,-25.5459609,0.933518,30.53401,32.10875,156.4294,/T,21.2065,113.1,31.7,2.3626,158.248,236.534,-17.41123,Per,69.183376,75.0737867,23.0161586,,,159.047535,-0.858247,13.6049272862,0.000354,0.01,0.034,0.034,0.01,87.687,0.0,0.036,1.4713,3e-07,0.01,0.05,1e-05,211.713,-9.781592598,21.2076,77.2917,12.6731,117.42323325718452,138.4885864765778
