targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp
3200 Phaethon (1983 TB),2011-Dec-09 07:24:50.499,2455904.808917813,14.6,0.15,,,38.0561,33.12352,38.24626,33.17908,-77.7145,-50.56,,,,,473034.8,201481.0,64.1,,999,,17.42,6.44,98.166,0.0001,523875.4,*,0.007242,,,,,277.74,0.0,,,60.4053,9.7578,2.077988428979,-10.0850402,1.18991484403163,3.1104423,9.89622,12.48794,22.44217,145.5209,/T,15.563,22.4,98.4,18.9147,97.675,260.954,-2.65856,Tri,66.183272,46.5152945,17.2195004,,,146.135162,-25.163698,,0.0,0.008,0.008,0.009,0.006,43.991,0.0,0.011,5.3385,6e-07,0.02,0.07,3.6e-05,191.2714,,15.567,53.4821,13.5863,74.43426925852282
3200 Phaethon (1983 TB),2011-Dec-10 07:24:50.499,2455905.808917813,14.6,0.15,,,37.44562,32.78456,37.63499,32.8406,-76.0477,-50.9732,,,,,467035.6,200607.7,65.103,,999,,17.44,6.45,98.026,0.0001,519047.9,*,0.00723,,,,,275.94,0.0,,,60.5174,9.7174,2.072133938731,-10.1888741,1.19187137794678,3.66248,9.912492,12.58414,22.28578,144.18,/T,16.1478,32.9,99.9,19.6709,95.876,261.189,-2.33962,Tri,66.183298,45.8923131,17.0680462,,,145.774664,-25.684653,,0.0,0.008,0.007,0.009,0.006,44.682,0.0,0.011,5.4004,6e-07,0.02,0.07,3.6e-05,191.389,,16.1518,53.2299,13.5002,74.38707305168236
3200 Phaethon (1983 TB),2011-Dec-11 07:24:50.499,2455906.808917813,14.6,0.15,,,36.8509,32.44314,37.03951,32.49965,-74.3195,-51.3032,,,,,461115.2,199698.4,65.995,,999,,17.45,6.46,97.882,0.0002,514174.4,*,0.007216,,,,,274.26,0.0,,,60.6301,9.6767,2.066219333018,-10.2932561,1.19414303321993,4.201554,9.931385,12.68113,22.12805,142.8262,/T,16.734,44.8,99.5,20.4383,94.198,261.495,-2.02054,Tri,66.183324,45.2797604,16.9120271,,,145.420347,-26.200495,,0.0,0.007,0.007,0.009,0.006,45.378,0.0,0.011,5.4627,6e-07,0.02,0.07,3.6e-05,191.5072,,16.738,52.9829,13.4121,74.33969669837096
3200 Phaethon (1983 TB),2011-Dec-12 07:24:50.499,2455907.808917813,14.6,0.15,,,36.27229,32.09981,36.46014,32.15677,-72.5353,-51.5513,,,,,455274.6,198755.0,66.789,,999,,17.47,6.47,97.732,0.0002,509264.9,*,0.007201,,,,,272.69,0.0,,,60.7434,9.6358,2.060244292341,-10.3981963,1.19672218888396,4.7272073,9.952835,12.77892,21.96899,141.4625,/T,17.3202,57.3,97.1,21.2159,92.629,261.876,-1.70166,Tri,66.18335,44.6781933,16.7517136,,,145.072592,-26.71078,,0.0,0.007,0.007,0.009,0.006,46.078,0.0,0.01,5.5254,6e-07,0.02,0.07,3.7e-05,191.6261,,17.3242,52.7412,13.3218,74.29206852915748
3200 Phaethon (1983 TB),2011-Dec-13 07:24:50.499,2455908.808917813,14.6,0.15,,,35.71006,31.75511,35.89717,31.8125,-70.7004,-51.7191,,,,,449514.4,197779.2,67.491,,999,,17.49,6.48,97.577,0.0002,504328.5,*,0.007184,,,,,271.22,0.0,,,60.8573,9.5946,2.054208491347,-10.5037049,1.1996009700991,5.2390166,9.976777,12.87752,21.80859,140.0912,/T,17.905,70.1,92.7,22.0024,91.161,262.34,-1.38333,Tri,66.183376,44.0881308,16.5873795,,,144.731771,-27.215088,,0.0,0.007,0.007,0.009,0.006,46.784,0.0,0.01,5.5882,6e-07,0.02,0.06,3.7e-05,191.7457,,17.9089,52.5053,13.2295,74.24426143126975
3200 Phaethon (1983 TB),2011-Dec-14 07:24:50.499,2455909.808917813,14.6,0.15,,,35.16446,31.40958,35.35083,31.46737,-68.8198,-51.8087,,,,,443835.2,196772.7,68.112,,999,,17.51,6.49,97.419,0.0002,499373.0,*,0.007165,,,,,269.84,0.0,,,60.9719,9.5532,2.048111598699,-10.6097923,1.20277126557689,5.736585,10.003144,12.97695,21.64682,138.7147,/T,18.487,83.3,86.4,22.7968,89.786,262.894,-1.06585,Tri,66.183402,43.5100549,16.4193008,,,144.398245,-27.713025,,0.0,0.007,0.007,0.008,0.006,47.495,0.0,0.01,5.6512,6e-07,0.02,0.06,3.8e-05,191.866,,18.4909,52.2753,13.1353,74.19613562388551
3200 Phaethon (1983 TB),2011-Dec-15 07:24:50.499,2455910.808917813,14.6,0.15,,,34.63569,31.06372,34.82133,31.1219,-66.8985,-51.8221,,,,,438237.4,195737.4,68.659,,999,,17.53,6.5,97.256,0.0002,494405.5,*,0.007144,,,,,268.55,0.0,,,61.0872,9.5114,2.041953276949,-10.7164691,1.20622474028098,6.2195334,10.031865,13.07721,21.48364,137.3349,/T,19.0653,96.6,78.3,23.5984,88.496,263.547,-0.74956,Tri,66.183429,42.944412,16.2477537,,,144.072367,-28.204221,,0.0,0.007,0.007,0.008,0.006,48.212,0.0,0.01,5.7141,6e-07,0.02,0.06,3.8e-05,191.9871,,19.0691,52.0515,13.0394,74.14783640231889
3200 Phaethon (1983 TB),2011-Dec-16 07:24:50.499,2455911.808917813,14.6,0.15,,,34.1239,30.71804,34.30881,30.77658,-64.9412,-51.7617,,,,,432721.3,194674.7,69.139,,999,,17.55,6.51,97.09,0.0002,489432.4,*,0.007122,,,,,267.34,0.0,,,61.2031,9.4694,2.035733182402,-10.8237464,1.20995284362783,6.6874934,10.062871,13.1783,21.31899,135.9534,/T,19.6387,110.2,68.8,24.4064,87.284,264.308,-0.43473,Tri,66.183456,42.3916148,16.0730138,,,143.754482,-28.68833,,0.0,0.007,0.007,0.008,0.006,48.937,0.0,0.01,5.7769,6e-07,0.02,0.06,3.9e-05,192.1089,,19.6425,51.834,12.9417,74.09928792149167
3200 Phaethon (1983 TB),2011-Dec-17 07:24:50.499,2455912.808917813,14.6,0.15,,,33.62922,30.37302,33.8134,30.43189,-62.9524,-51.6302,,,,,427287.0,193586.4,69.557,,999,,17.56,6.52,96.922,0.0002,484459.1,*,0.007099,,,,,266.2,0.0,,,61.3197,9.427,2.029450964983,-10.9316352,1.21394681361866,7.1401004,10.096088,13.28025,21.15278,134.572,/T,20.2065,123.9,58.2,25.2201,86.144,265.187,-0.12166,Tri,66.183483,41.8520429,15.8953545,,,143.444924,-29.16503,,0.0,0.007,0.007,0.008,0.006,49.668,0.0,0.01,5.8395,6e-07,0.02,0.06,3.9e-05,192.2314,,20.2102,51.6232,12.8424,74.05056745915041
3200 Phaethon (1983 TB),2011-Dec-18 07:24:50.499,2455913.808917813,14.6,0.15,,,33.15171,30.02912,33.3352,30.08831,-60.9365,-51.4302,,,,,421934.4,192474.1,69.92,,999,,17.58,6.53,96.75,0.0002,479490.8,*,0.007074,,,,,265.12,0.0,,,61.437,9.3844,2.02310626809,-11.0401469,1.2181976773378,7.5769877,10.131441,13.38306,20.98493,133.1919,/T,20.7677,137.7,47.0,26.0389,85.071,266.198,0.18938,Tri,66.183511,41.3260439,15.7150463,,,143.144015,-29.634025,,0.0,0.007,0.007,0.008,0.006,50.407,0.0,0.01,5.9017,6e-07,0.02,0.06,3.9e-05,192.3547,,20.7714,51.4192,12.7416,74.00153104685577
3200 Phaethon (1983 TB),2011-Dec-19 07:24:50.499,2455914.808917813,14.6,0.15,,,32.69143,29.68679,32.87424,29.74627,-58.8979,-51.1647,,,,,416663.2,191339.1,70.232,,999,,17.6,6.54,96.577,0.0002,474532.1,*,0.007048,,,,,264.11,0.0,,,61.555,9.3414,2.016698728456,-11.1492932,1.22269624836179,7.9977822,10.168855,13.48674,20.81533,131.8145,/T,21.3217,151.3,35.8,26.8624,84.06,267.354,0.49813,Tri,66.183538,40.8139322,15.5323558,,,142.852067,-30.095042,,0.0,0.007,0.007,0.008,0.006,51.155,0.0,0.01,5.9637,6e-07,0.02,0.06,4e-05,192.4788,,21.3253,51.2221,12.6393,73.95232417427178
3200 Phaethon (1983 TB),2011-Dec-20 07:24:50.499,2455915.808917813,14.6,0.15,,,32.2484,29.34646,32.43057,29.40621,-56.8406,-50.8367,,,,,411473.4,190183.1,70.497,,999,,17.62,6.55,96.401,0.0003,469586.8,*,0.007021,,,,,263.16,0.0,,,61.6738,9.2981,2.01022797599,-11.259086,1.22743312225484,8.4021023,10.20825,13.5913,20.64388,130.4408,/T,21.8678,163.3,25.1,27.69,83.107,268.671,0.80435,Tri,66.183566,40.3159886,15.3475447,,,142.56938,-30.547829,,0.0,0.007,0.007,0.008,0.006,51.911,0.0,0.01,6.0251,6e-07,0.01,0.05,4e-05,192.6036,,21.8713,51.0322,12.5358,73.902807190574
3200 Phaethon (1983 TB),2011-Dec-21 07:24:50.499,2455916.808917813,14.6,0.15,,,31.82261,29.00853,32.00416,29.06854,-54.7688,-50.4494,,,,,406364.4,189007.4,70.72,,999,,17.64,6.56,96.224,0.0003,464658.8,*,0.006992,,,,,262.25,0.0,,,61.7933,9.2545,2.003693633628,-11.3695375,1.23239867272865,8.7895627,10.249547,13.69676,20.47049,129.0719,/T,22.4054,167.3,15.7,28.5212,82.206,270.165,1.10781,Tri,66.183594,39.8324576,15.1608691,,,142.296239,-30.992162,,0.0,0.006,0.007,0.008,0.006,52.677,0.0,0.009,6.0862,6e-07,0.01,0.05,4.1e-05,192.7293,,22.4088,50.8495,12.431,73.85304897183406
3200 Phaethon (1983 TB),2011-Dec-22 07:24:50.499,2455917.808917813,14.6,0.15,,,31.41399,28.67338,31.59498,28.73365,-52.6867,-50.006,,,,,401335.7,187813.5,70.904,,999,,17.66,6.56,96.047,0.0003,459751.2,*,0.006963,,,,,261.4,0.0,,,61.9135,9.2106,1.997095317174,-11.4806601,1.23758305291129,9.1597882,10.292664,13.80313,20.2951,127.7087,/T,22.934,157.9,8.1,29.3558,81.356,271.857,1.40831,Tri,66.183623,39.3635453,14.9725792,,,142.032914,-31.427835,,0.0,0.006,0.007,0.008,0.005,53.453,0.0,0.009,6.1467,6e-07,0.01,0.05,4.1e-05,192.8558,,22.9374,50.6742,12.3251,73.80305033163478
3200 Phaethon (1983 TB),2011-Dec-23 07:24:50.499,2455918.808917813,14.6,0.15,,,31.0225,28.34139,31.20294,28.4019,-50.5986,-49.51,,,,,396386.8,186602.6,71.053,,999,,17.67,6.57,95.868,0.0003,454867.0,*,0.006933,,,,,260.6,0.0,,,62.0345,9.1664,1.990432635129,-11.5924667,1.242976207413,9.5124366,10.337518,13.91041,20.11769,126.352,/T,23.4532,144.4,2.8,30.1934,80.553,273.767,1.70563,Tri,66.183651,38.9094173,14.7829181,,,141.779658,-31.854671,,0.0,0.006,0.007,0.008,0.005,54.239,0.0,0.009,6.2066,6e-07,0.01,0.05,4.1e-05,192.9831,,23.4564,50.5065,12.2181,73.75274406712487
3200 Phaethon (1983 TB),2011-Dec-24 07:24:50.499,2455919.808917813,14.6,0.15,,,30.64801,28.01288,30.82794,28.07362,-48.5086,-48.9649,,,,,391516.9,185376.0,71.169,,999,,17.69,6.58,95.689,0.0003,450008.9,*,0.006902,,,,,259.84,0.0,,,62.1563,9.1218,1.98370518853,-11.7049701,1.24856789998333,9.8472288,10.384023,14.01863,19.9383,125.0025,/T,23.9625,130.2,0.3,31.0336,79.792,275.919,1.99959,Tri,66.18368,38.4701996,14.5921214,,,141.536702,-32.272514,,0.0,0.006,0.007,0.007,0.005,55.036,0.0,0.009,6.266,6e-07,0.01,0.05,4.2e-05,193.1114,,23.9656,50.3463,12.1101,73.70220354133589
3200 Phaethon (1983 TB),2011-Dec-25 07:24:50.499,2455920.808917813,14.6,0.15,,,30.2904,27.68817,30.46982,27.74913,-46.4212,-48.3746,,,,,386725.3,184134.7,71.255,,999,,17.71,6.58,95.511,0.0003,445179.2,*,0.00687,,,,,259.12,0.0,,,62.2789,9.0768,1.976912570773,-11.8181839,1.25434775779156,10.1639748,10.432092,14.1278,19.75702,123.6609,/T,24.4615,116.0,0.4,31.8761,79.073,278.336,2.29003,Tri,66.183708,38.0459799,14.4004166,,,141.304258,-32.681235,,0.0,0.006,0.007,0.007,0.005,55.844,0.0,0.009,6.3249,6e-07,0.01,0.05,4.2e-05,193.2404,,24.4646,50.1938,12.0013,73.65142971679995
3200 Phaethon (1983 TB),2011-Dec-26 07:24:50.499,2455921.808917813,14.6,0.15,,,29.94951,27.36755,30.12844,27.42871,-44.3402,-47.7428,,,,,382011.0,182880.0,71.314,,999,,17.73,6.59,95.333,0.0003,440379.8,*,0.006838,,,,,258.44,0.0,,,62.4023,9.0315,1.970054367433,-11.9321216,1.26030532797984,10.4625886,10.48164,14.23792,19.57399,122.3277,/T,24.9501,102.0,3.2,32.7207,78.392,281.042,2.57679,Tri,66.183737,37.6368118,14.2080217,,,141.082512,-33.080727,,0.0,0.006,0.007,0.007,0.005,56.663,0.0,0.009,6.3831,6e-07,0.01,0.05,4.3e-05,193.3704,,24.953,50.049,11.8917,73.60035106541497
3200 Phaethon (1983 TB),2011-Dec-27 07:24:50.499,2455922.808917813,14.6,0.15,,,29.62516,27.05128,29.80359,27.11263,-42.2694,-47.0732,,,,,377373.1,181612.7,71.348,,999,,17.74,6.59,95.155,0.0003,435612.6,*,0.006805,,,,,257.79,0.0,,,62.5266,8.9859,1.963130156081,-12.0467973,1.26643013802685,10.7430865,10.532578,14.34902,19.38941,121.0035,/T,25.4279,88.3,8.1,33.5671,77.746,284.061,2.85973,Tri,66.183766,37.2427176,14.0151451,,,140.871631,-33.470907,,0.0,0.006,0.007,0.007,0.005,57.493,0.0,0.009,6.4407,6e-07,0.01,0.04,4.3e-05,193.5013,,25.4308,49.912,11.7814,73.54890055032625
3200 Phaethon (1983 TB),2011-Dec-28 07:24:50.499,2455923.808917813,14.6,0.15,,,29.31714,26.73961,29.49507,26.80113,-40.2123,-46.3696,,,,,372810.4,180333.8,71.359,,999,,17.76,6.6,94.979,0.0003,430879.1,*,0.006771,,,,,257.18,0.0,,,62.6517,8.9399,1.956139506093,-12.1622253,1.27271175096994,11.005572,10.584821,14.46111,19.20344,119.6886,/T,25.8949,74.9,14.8,34.415,77.135,287.41,3.13874,Tri,66.183795,36.8636915,13.8219846,,,140.671757,-33.851717,,0.0,0.006,0.007,0.007,0.005,58.335,0.0,0.009,6.4978,6e-07,0.01,0.04,4.3e-05,193.6331,,25.8976,49.7828,11.6704,73.49721972293197
3200 Phaethon (1983 TB),2011-Dec-29 07:24:50.499,2455924.808917813,14.6,0.15,,,29.02522,26.43274,29.20267,26.49441,-38.1719,-45.6355,,,,,368321.9,179044.1,71.348,,999,,17.78,6.6,94.804,0.0004,426180.5,*,0.006737,,,,,256.6,0.0,,,62.7776,8.8935,1.949081978452,-12.2784204,1.27913980955156,11.250214,10.638281,14.57421,19.01628,118.3835,/T,26.3507,62.0,22.9,35.2643,76.555,291.102,3.4137,Tri,66.183823,36.4997018,13.6287269,,,140.483012,-34.223118,,0.0,0.006,0.007,0.007,0.005,59.187,0.0,0.009,6.5543,6e-07,0.01,0.04,4.4e-05,193.7659,,26.3534,49.6613,11.5589,73.44530964876222
3200 Phaethon (1983 TB),2011-Dec-30 07:24:50.499,2455925.808917813,14.6,0.15,,,28.74916,26.13087,28.92614,26.19267,-36.1506,-44.8745,,,,,363906.2,177744.3,71.319,,999,,17.79,6.6,94.63,0.0004,421517.9,*,0.006703,,,,,256.05,0.0,,,62.9045,8.8467,1.941957125544,-12.3953975,1.285704067697,11.4772255,10.692875,14.68832,18.8281,117.0883,/T,26.7954,49.5,31.7,36.1148,76.005,295.138,3.68453,Tri,66.183852,36.1506919,13.4355476,,,140.305498,-34.585088,,0.0,0.006,0.006,0.007,0.005,60.05,0.0,0.009,6.6102,6e-07,0.01,0.04,4.4e-05,193.8996,,26.7979,49.5477,11.4469,73.39303550873117
3200 Phaethon (1983 TB),2011-Dec-31 07:24:50.499,2455926.808917813,14.6,0.15,,,28.48872,25.83416,28.66524,25.89608,-34.1509,-44.0896,,,,,359562.0,176435.3,71.271,,999,,17.81,6.61,94.458,0.0004,416892.2,*,0.006668,,,,,255.52,0.0,,,63.0323,8.7995,1.934764490944,-12.5131722,1.29239441113977,11.6868477,10.748517,14.80347,18.63906,115.8034,/T,27.2288,37.4,41.1,36.9663,75.483,299.504,3.95115,Tri,66.183881,35.8165829,13.242611,,,140.139298,-34.937626,,0.0,0.005,0.006,0.007,0.005,60.924,0.0,0.008,6.6656,6e-07,0.01,0.04,4.4e-05,194.0344,,27.2312,49.4418,11.3344,73.34046644480762
3200 Phaethon (1983 TB),2012-Jan-01 07:24:50.499,2455927.808917813,14.6,0.15,,,28.24362,25.54277,28.4197,25.60479,-32.1746,-43.2842,,,,,355288.1,175117.7,71.208,,999,,17.83,6.61,94.289,0.0004,412304.2,*,0.006633,,,,,255.03,0.0,,,63.161,8.752,1.927503609199,-12.6317602,1.29920087055841,11.8793402,10.805124,14.91967,18.44931,114.529,/T,27.6509,25.8,50.6,37.8186,74.988,304.167,4.21349,Ari,66.18391,35.4972743,13.0500701,,,139.98448,-35.280744,,0.0,0.005,0.006,0.007,0.005,61.807,0.0,0.008,6.7205,6e-07,0.01,0.04,4.5e-05,194.1701,,27.6532,49.3437,11.2216,73.28753101063026
3200 Phaethon (1983 TB),2012-Jan-02 07:24:50.499,2455928.808917813,14.6,0.15,,,28.01361,25.25682,28.18927,25.31893,-30.2232,-42.4611,,,,,351082.9,173792.1,71.13,,999,,17.84,6.61,94.121,0.0004,407754.5,*,0.006598,,,,,254.56,0.0,,,63.2906,8.704,1.920174005598,-12.7511777,1.30611363058619,12.0549762,10.862616,15.03694,18.25898,113.2651,/T,28.0617,15.2,60.0,38.6717,74.518,309.072,4.47149,Ari,66.183939,35.1926471,12.8580671,,,139.841093,-35.614468,,0.0,0.005,0.006,0.007,0.005,62.698,0.0,0.008,6.7749,6e-07,0.01,0.04,4.5e-05,194.3069,,28.0639,49.2532,11.1085,73.23437568341458
3200 Phaethon (1983 TB),2012-Jan-03 07:24:50.499,2455929.808917813,14.6,0.15,,,27.79839,24.97641,27.97366,25.03861,-28.2984,-41.6231,,,,,346945.0,172459.0,71.038,,999,,17.86,6.61,93.956,0.0004,403243.4,*,0.006563,,,,,254.11,0.0,,,63.4212,8.6556,1.912775195936,-12.8714415,1.31312303725233,12.2140414,10.920911,15.15531,18.06822,112.012,/T,28.4612,9.335,69.0,39.5252,74.072,314.145,4.72512,Ari,66.183967,34.9025644,12.6667333,,,139.709172,-35.938838,,0.0,0.005,0.006,0.007,0.005,63.597,0.0,0.008,6.8289,6e-07,0.01,0.04,4.6e-05,194.4447,,28.4633,49.1705,10.9952,73.18086120087727
3200 Phaethon (1983 TB),2012-Jan-04 07:24:50.499,2455930.808917813,14.6,0.15,,,27.59769,24.70165,27.7726,24.76393,-26.4011,-40.7728,,,,,342873.0,171118.9,70.933,,999,,17.87,6.61,93.794,0.0004,398771.2,*,0.006527,,,,,253.69,0.0,,,63.5528,8.6068,1.905306686274,-12.9925685,1.3202196054032,12.3568349,10.979932,15.27477,17.87718,110.7698,/T,28.8494,15.4,77.3,40.3793,73.648,319.297,4.97434,Ari,66.183996,34.6268742,12.4761893,,,139.588735,-36.253901,,0.0,0.005,0.006,0.006,0.005,64.503,0.0,0.008,6.8825,7e-07,0.01,0.04,4.6e-05,194.5836,,28.8514,49.0953,10.8817,73.12698889514371
3200 Phaethon (1983 TB),2012-Jan-05 07:24:50.499,2455931.808917813,14.6,0.15,,,27.41122,24.4326,27.58579,24.49495,-24.5325,-39.9126,,,,,338865.4,169772.2,70.818,,999,,17.88,6.61,93.634,0.0004,394338.3,*,0.006492,,,,,253.28,0.0,,,63.6854,8.5576,1.897767972683,-13.1145763,1.32739402670689,12.48367,11.039599,15.39537,17.686,109.5384,/T,29.2265,26.1,84.8,41.2336,73.246,324.429,5.21913,Ari,66.184025,34.3654103,12.286546,,,139.479788,-36.55972,,0.0,0.005,0.006,0.006,0.005,65.413,0.0,0.008,6.9357,7e-07,0.01,0.04,4.6e-05,194.7236,,29.2283,49.0278,10.768,73.0727601340626
3200 Phaethon (1983 TB),2012-Jan-06 07:24:50.499,2455932.808917813,14.6,0.15,,,27.2387,24.16931,27.41296,24.23173,-22.6933,-39.0449,,,,,334920.7,168419.5,70.692,,999,,17.9,6.61,93.477,0.0004,389944.7,*,0.006457,,,,,252.9,0.0,,,63.819,8.5079,1.890158540981,-13.2374828,1.33463717801227,12.5948745,11.099839,15.51711,17.49483,108.318,/T,29.5923,37.9,91.0,42.0882,72.864,329.448,5.45947,Ari,66.184053,34.1179942,12.0979041,,,139.382324,-36.856361,,0.0,0.005,0.006,0.006,0.005,66.326,0.0,0.008,6.9886,7e-07,0.01,0.04,4.7e-05,194.8647,,29.5941,48.9677,10.6543,73.01824907402386
3200 Phaethon (1983 TB),2012-Jan-07 07:24:50.499,2455933.808917813,14.6,0.15,,,27.07985,23.91184,27.25381,23.97432,-20.8839,-38.1718,,,,,331037.4,167060.9,70.557,,999,,17.91,6.61,93.324,0.0004,385590.5,*,0.006422,,,,,252.54,0.0,,,63.9537,8.4578,1.88247786647,-13.3613066,1.34194012909097,12.690788,11.160576,15.64001,17.30383,107.1085,/T,29.9471,50.2,95.9,42.9429,72.501,334.271,5.69536,Ari,66.184082,33.8844366,11.9103549,,,139.296322,-37.1439,,0.0,0.005,0.006,0.006,0.005,67.241,0.0,0.008,7.0411,7e-07,0.01,0.04,4.7e-05,195.007,,29.9488,48.915,10.5404,72.96331661577123
3200 Phaethon (1983 TB),2012-Jan-08 07:24:50.499,2455934.808917813,14.6,0.15,,,26.93438,23.66021,27.10805,23.72275,-19.1048,-37.2953,,,,,327214.0,165696.9,70.413,,999,,17.92,6.61,93.173,0.0004,381275.6,*,0.006387,,,,,252.19,0.0,,,64.0894,8.4072,1.874725413647,-13.4860665,1.3492941481588,12.7717569,11.221737,15.7641,17.11317,105.9099,/T,30.291,62.9,98.9,43.7976,72.156,338.836,5.9268,Ari,66.18411,33.6645396,11.7239806,,,139.221751,-37.422418,,0.0,0.005,0.006,0.006,0.005,68.156,0.0,0.008,7.0935,7e-07,0.01,0.04,4.7e-05,195.1504,,30.2926,48.8697,10.4266,72.90810491200227
3200 Phaethon (1983 TB),2012-Jan-09 07:24:50.499,2455935.808917813,14.6,0.15,,,26.802,23.41444,26.9754,23.47702,-17.3561,-36.417,,,,,323449.0,164327.6,70.262,,999,,17.94,6.61,93.026,0.0004,376999.8,*,0.006352,,,,,251.87,0.0,,,64.2262,8.3561,1.866900635915,-13.6117821,1.35669070318521,12.8381249,11.283253,15.8894,16.923,104.7222,/T,30.6241,75.9,99.9,44.6522,71.829,343.099,6.1538,Ari,66.184138,33.4580989,11.5388545,,,139.15857,-37.692004,,0.0,0.005,0.006,0.006,0.005,69.068,0.0,0.008,7.1457,7e-07,0.01,0.04,4.8e-05,195.2951,,30.6255,48.8316,10.3128,72.8525477569886
3200 Phaethon (1983 TB),2012-Jan-10 07:24:50.499,2455936.808917813,14.6,0.15,,,26.68244,23.17453,26.85557,23.23716,-15.6377,-35.5387,,,,,319740.9,162953.4,70.104,,999,,17.95,6.61,92.882,0.0004,372763.0,*,0.006317,,,,,251.55,0.0,,,64.3642,8.3046,1.859002975286,-13.7384733,1.36412145707438,12.8902211,11.345052,16.01593,16.73346,103.5453,/T,30.9464,89.1,98.8,45.5068,71.518,347.039,6.37637,Psc,66.184167,33.2649065,11.3550417,,,139.106729,-37.952746,,0.0,0.005,0.006,0.006,0.005,69.975,0.0,0.007,7.1977,7e-07,0.01,0.04,4.8e-05,195.4409,,30.9477,48.8007,10.199,72.79650620772534
3200 Phaethon (1983 TB),2012-Jan-11 07:24:50.499,2455937.808917813,14.6,0.15,,,26.57543,22.94048,26.74829,23.00314,-13.9492,-34.6617,,,,,316088.3,161574.4,69.94,,999,,17.96,6.61,92.741,0.0005,368564.9,*,0.006283,,,,,251.26,0.0,,,64.5033,8.2526,1.851031862059,-13.8661607,1.3715782555196,12.9283471,11.407069,16.14371,16.54469,102.3791,/T,31.2582,102.6,95.4,46.3611,71.223,350.65,6.59453,Psc,66.184195,33.0847539,11.1725995,,,139.066171,-38.204739,,0.0,0.005,0.006,0.006,0.004,70.875,0.0,0.007,7.2496,7e-07,0.01,0.04,4.8e-05,195.588,,31.2594,48.7769,10.0853,72.74012262460188
3200 Phaethon (1983 TB),2012-Jan-12 07:24:50.499,2455938.808917813,14.6,0.15,,,26.4807,22.71227,26.65329,22.77495,-12.2903,-33.7872,,,,,312489.6,160190.8,69.771,,999,,17.97,6.6,92.604,0.0005,364405.4,*,0.006249,,,,,250.98,0.0,,,64.6436,8.2001,1.842986714503,-13.9948653,1.37905310765365,12.9527657,11.469235,16.27277,16.35678,101.2237,/T,31.5596,116.2,89.7,47.2152,70.943,353.94,6.8083,Psc,66.184223,32.9174343,10.9915775,,,139.036833,-38.448075,,0.0,0.005,0.006,0.006,0.004,71.766,0.0,0.007,7.3015,7e-07,0.01,0.04,4.9e-05,195.7364,,31.5607,48.7602,9.9716,72.68333104905012
3200 Phaethon (1983 TB),2012-Jan-13 07:24:50.499,2455939.808917813,14.6,0.15,,,26.398,22.48989,26.57032,22.55257,-10.6604,-32.9166,,,,,308943.6,158802.8,69.597,,999,,17.98,6.6,92.471,0.0005,360284.0,*,0.006215,,,,,250.71,0.0,,,64.785,8.147,1.834866938511,-14.124609,1.38653816116311,12.9636932,11.531486,16.40313,16.16983,100.0789,/T,31.8506,130.0,82.1,48.0689,70.677,356.926,7.01772,Psc,66.184252,32.762745,10.8120188,,,139.018645,-38.682851,,0.0,0.004,0.006,0.006,0.004,72.646,0.0,0.007,7.3533,7e-07,0.01,0.04,4.9e-05,195.8861,,31.8517,48.7504,9.8581,72.62627403458988
3200 Phaethon (1983 TB),2012-Jan-14 07:24:50.499,2455940.808917813,14.6,0.15,,,26.32707,22.27331,26.49912,22.33598,-9.05916,-32.0506,,,,,305448.8,157410.5,69.419,,999,,17.99,6.6,92.341,0.0005,356200.6,*,0.006182,,,,,250.46,0.0,,,64.9277,8.0935,1.826671927254,-14.255414,1.39402567472215,12.9612978,11.593758,16.53482,15.98392,98.9446,/T,32.1316,143.8,72.8,48.9222,70.424,359.629,7.22281,Psc,66.18428,32.6204874,10.63396,,,139.011534,-38.90916,,0.0,0.004,0.006,0.006,0.004,73.512,0.0,0.007,7.4052,7e-07,0.01,0.04,4.9e-05,196.0372,,32.1325,48.7475,9.7448,72.568672218657
